age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
37,Private,170214,12th,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,<=50K
66,Self-emp-not-inc,219883,10th,10,Married-civ-spouse,Tech-support,Unmarried,White,Male,0,0,55,United-States,>50K
22,Private,379798,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
41,State-gov,206983,7th-8th,9,Never-married,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
57,Self-emp-not-inc,114939,Bachelors,13,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,44,United-States,<=50K
19,Local-gov,214781,Some-college,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,United-States,<=50K
37,Private,123681,HS-grad,13,Never-married,Other-service,Wife,Black,Male,0,0,40,United-States,>50K
45,Private,138358,HS-grad,10,Never-married,Prof-specialty,Unmarried,Black,Male,0,0,40,United-States,>50K
61,Self-emp-not-inc,201928,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K
47,Private,225821,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,>50K
54,,87317,HS-grad,10,Never-married,Adm-clerical,Husband,White,Female,0,0,40,United-States,>50K
64,Private,125892,HS-grad,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
50,Private,225053,Some-college,13,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,42,United-States,<=50K
37,Private,142712,Assoc-voc,9,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,7298,0,60,United-States,<=50K
25,Private,119762,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,16,United-States,<=50K
17,Private,57324,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
43,Private,130302,Masters,11,Never-married,Handlers-cleaners,Not-in-family,White,Male,3325,0,51,United-States,<=50K
63,Private,47296,HS-grad,9,Widowed,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
53,,31208,Masters,9,Separated,,Husband,White,Female,0,0,40,,<=50K
57,Private,252392,Some-college,13,Separated,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
56,Private,182378,Bachelors,11,Never-married,Craft-repair,Husband,Black,Female,0,0,35,United-States,<=50K
40,,215620,Assoc-voc,9,Married-civ-spouse,Craft-repair,Own-child,Black,Female,15020,0,40,United-States,<=50K
25,Private,213887,Some-college,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,30,United-States,>50K
17,Self-emp-inc,238959,Assoc-voc,9,Never-married,Transport-moving,Own-child,White,Male,0,0,50,United-States,<=50K
21,Private,182332,Doctorate,10,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,26,United-States,>50K
49,Private,278322,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
43,Local-gov,207120,HS-grad,8,Married-civ-spouse,Sales,Wife,White,Male,0,0,40,United-States,>50K
37,Private,219902,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
58,Self-emp-not-inc,253354,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,>50K
43,Private,221480,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,187356,Some-college,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K
34,Private,248145,Bachelors,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Private,481096,Bachelors,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
23,Private,566066,Some-college,1,Married-civ-spouse,Exec-managerial,Own-child,Black,Male,0,0,40,United-States,<=50K
48,Private,291856,10th,7,Married-civ-spouse,,Own-child,White,Male,0,0,40,United-States,>50K
27,Private,135066,Some-college,9,Married-civ-spouse,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
26,Private,288551,Some-college,9,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,>50K
48,Private,137814,HS-grad,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,1977,40,United-States,<=50K
49,State-gov,102684,Some-college,14,Never-married,Transport-moving,Not-in-family,White,Female,0,0,50,United-States,>50K
26,Self-emp-not-inc,25319,Masters,11,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,38,United-States,<=50K
23,Private,558183,Bachelors,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Local-gov,285294,Some-college,15,Never-married,Craft-repair,Own-child,White,Male,0,0,38,United-States,>50K
23,Private,101345,Assoc-voc,9,Never-married,Adm-clerical,Husband,White,Male,0,0,60,United-States,<=50K
30,Local-gov,101563,HS-grad,6,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,>50K
23,Federal-gov,172401,HS-grad,9,Separated,Sales,Husband,White,Male,0,0,48,United-States,<=50K
52,Private,205822,Bachelors,9,Never-married,Sales,Husband,White,Female,0,0,40,United-States,<=50K
41,Private,77884,Assoc-acdm,6,Never-married,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
56,Self-emp-not-inc,42857,Bachelors,9,Divorced,Craft-repair,Husband,White,Male,0,0,15,United-States,<=50K
24,Self-emp-not-inc,50411,HS-grad,4,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,<=50K
44,Private,66473,HS-grad,13,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
41,Private,58751,Bachelors,15,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
24,Self-emp-not-inc,258657,HS-grad,9,Married-spouse-absent,Exec-managerial,Husband,Black,Male,0,0,20,United-States,<=50K
42,Private,309311,HS-grad,9,Widowed,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
54,Private,190273,11th,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
40,Self-emp-not-inc,21798,Some-college,11,Never-married,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,193960,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,38,United-States,<=50K
19,,154713,Assoc-acdm,6,Married-civ-spouse,,Own-child,Asian-Pac-Islander,Male,0,0,55,United-States,>50K
46,Private,150533,Bachelors,9,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
44,Private,69481,Assoc-acdm,10,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
50,Self-emp-inc,183870,Assoc-acdm,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,54,United-States,<=50K
42,Private,29810,Bachelors,10,Never-married,Sales,Husband,White,Male,0,0,20,United-States,>50K
62,Private,390369,9th,13,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K
56,Private,125531,HS-grad,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,35,United-States,<=50K
41,Private,143062,Assoc-acdm,2,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,14084,0,45,United-States,<=50K
24,Private,260275,Masters,9,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,0,0,60,United-States,<=50K
54,Private,136824,Assoc-voc,13,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
44,Self-emp-not-inc,149943,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,60,Taiwan,>50K
29,Private,41938,Bachelors,9,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,>50K
19,Private,220517,Some-college,13,Divorced,Sales,Own-child,White,Male,0,0,5,United-States,<=50K
38,Self-emp-not-inc,29762,Some-college,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1977,50,United-States,<=50K
43,,132962,10th,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,1669,40,Mexico,>50K
32,Private,29261,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,8,United-States,<=50K
43,Private,75763,Masters,4,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,<=50K
42,Private,279996,HS-grad,6,Never-married,Exec-managerial,Husband,White,Female,0,2002,42,United-States,<=50K
35,Private,95128,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,24,United-States,<=50K
37,Local-gov,314092,Assoc-acdm,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,16,United-States,<=50K
37,Self-emp-not-inc,243923,Some-college,7,Married-civ-spouse,Tech-support,Wife,White,Male,0,0,35,United-States,>50K
61,Local-gov,257509,Some-college,10,Divorced,Adm-clerical,Wife,White,Female,0,0,46,United-States,>50K
33,Private,198385,11th,3,Divorced,Exec-managerial,Unmarried,Black,Male,0,0,35,United-States,<=50K
47,Private,43479,HS-grad,13,Never-married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,405601,Bachelors,8,Never-married,Sales,Husband,White,Female,0,0,40,United-States,<=50K
30,Private,177437,HS-grad,7,Divorced,Craft-repair,Own-child,White,Female,0,0,60,United-States,<=50K
36,Private,217039,Some-college,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,41,United-States,<=50K
33,Private,677398,Some-college,10,Divorced,Prof-specialty,Husband,White,Male,0,0,25,United-States,>50K
64,Private,123374,Bachelors,9,Married-civ-spouse,Other-service,Own-child,White,Female,14084,0,40,United-States,<=50K
61,Private,198766,HS-grad,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,<=50K
31,Private,99364,HS-grad,12,Married-civ-spouse,Farming-fishing,Husband,Black,Male,6497,0,40,United-States,<=50K
59,Private,263855,HS-grad,9,Never-married,Farming-fishing,Husband,White,Female,0,0,40,,>50K
46,Local-gov,39182,11th,13,Never-married,Adm-clerical,Unmarried,White,Male,0,0,28,United-States,<=50K
35,,113062,11th,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
36,Private,156667,Some-college,13,Married-civ-spouse,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Private,274363,Assoc-voc,13,Divorced,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
52,Local-gov,162282,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,>50K
17,Private,78602,11th,7,Never-married,Other-service,Other-relative,White,Female,0,0,20,United-States,<=50K
21,Private,252862,HS-grad,10,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,30,United-States,<=50K
31,Private,207938,HS-grad,9,Never-married,Craft-repair,Husband,Amer-Indian-Eskimo,Female,0,0,45,United-States,<=50K
39,Private,164748,Some-college,4,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,161141,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Female,0,0,55,United-States,>50K
28,Private,297551,Some-college,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
44,Private,188612,Assoc-acdm,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,14084,0,60,United-States,<=50K
50,Private,119522,HS-grad,9,Never-married,Sales,Husband,Black,Male,0,0,40,United-States,<=50K
47,Private,225291,HS-grad,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
31,Private,173987,Bachelors,13,Divorced,Craft-repair,Husband,Black,Male,0,1887,40,United-States,<=50K
44,Private,118303,HS-grad,9,Married-civ-spouse,,Husband,Black,Male,0,0,40,United-States,<=50K
27,Private,303090,HS-grad,9,Divorced,Handlers-cleaners,Husband,Black,Male,0,0,50,United-States,<=50K
52,Private,359591,Assoc-voc,9,Never-married,Sales,Wife,White,Female,0,0,40,Mexico,<=50K
50,Private,94754,Some-college,10,Never-married,Tech-support,Husband,White,Male,0,0,60,United-States,>50K
24,Private,268281,Some-college,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
18,Private,218835,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,98,United-States,<=50K
29,Private,170148,10th,11,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,50,United-States,<=50K
35,Private,202450,HS-grad,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
21,Private,329341,Masters,10,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,<=50K
29,Local-gov,219886,Some-college,6,Divorced,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
52,Local-gov,87467,Assoc-voc,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
40,Private,248919,10th,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,35,United-States,<=50K
26,Local-gov,175057,Assoc-acdm,9,Never-married,Sales,Unmarried,White,Male,0,0,80,United-States,>50K
20,Private,142809,9th,9,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,0,15,United-States,>50K
44,Private,36228,HS-grad,10,Widowed,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,>50K
17,Local-gov,173987,Some-college,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,United-States,<=50K
22,,138441,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,75,United-States,>50K
33,Private,267790,HS-grad,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,243867,Assoc-voc,7,Never-married,Prof-specialty,Husband,White,Male,0,0,40,Mexico,>50K
41,Private,187625,Some-college,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,27,United-States,>50K
20,,162741,9th,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,6,United-States,<=50K
22,Private,189634,9th,10,Divorced,Prof-specialty,Own-child,White,Male,0,0,50,United-States,<=50K
25,Private,305259,Bachelors,6,Separated,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,<=50K
42,Self-emp-not-inc,172368,Prof-school,8,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K
41,,182211,HS-grad,3,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,United-States,>50K
17,Private,21174,Assoc-acdm,13,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
30,Private,326379,HS-grad,14,Never-married,Prof-specialty,Husband,White,Male,0,0,43,,>50K
43,Private,190367,HS-grad,9,Widowed,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
32,Private,123681,Prof-school,9,Married-civ-spouse,Transport-moving,Husband,Black,Female,0,1902,60,United-States,<=50K
43,Private,201986,5th-6th,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
58,Private,315640,HS-grad,7,Never-married,Craft-repair,Own-child,White,Female,0,0,55,Mexico,<=50K
35,Private,54012,HS-grad,13,Divorced,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
32,State-gov,215297,9th,13,Married-civ-spouse,Tech-support,Unmarried,White,Male,0,0,36,United-States,<=50K
45,State-gov,203061,Some-college,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,20,United-States,<=50K
25,Private,141490,Assoc-acdm,13,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,3325,0,40,United-States,<=50K
39,Private,79923,HS-grad,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,42,United-States,<=50K
42,Federal-gov,219835,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,>50K
37,Private,92968,Bachelors,10,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,55,United-States,<=50K
41,Self-emp-not-inc,474617,Bachelors,9,Married-spouse-absent,Sales,Husband,White,Male,0,0,44,United-States,<=50K
52,Private,54363,Some-college,13,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,0,0,42,United-States,>50K
24,Private,673764,Prof-school,9,Never-married,Sales,Husband,White,Female,20051,0,45,Mexico,>50K
30,Private,50567,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,62,United-States,<=50K
26,State-gov,215323,HS-grad,9,Married-civ-spouse,Craft-repair,Unmarried,White,Female,15024,0,25,United-States,<=50K
55,,43272,Some-college,9,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,40,United-States,>50K
65,Private,173593,Bachelors,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
35,Private,178811,HS-grad,13,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,0,0,70,United-States,>50K
37,Private,91262,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,60,United-States,<=50K
38,Private,167531,5th-6th,4,Never-married,Prof-specialty,Husband,Black,Female,0,0,40,United-States,<=50K
20,Federal-gov,130620,Some-college,13,Divorced,Craft-repair,Husband,White,Female,0,0,15,United-States,>50K
20,Private,115717,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K
38,Self-emp-not-inc,147638,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,175390,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
51,Local-gov,571853,HS-grad,13,Married-civ-spouse,Protective-serv,Unmarried,Amer-Indian-Eskimo,Male,7688,0,40,United-States,<=50K
38,Private,96154,HS-grad,9,Never-married,Tech-support,Husband,White,Male,0,0,20,United-States,<=50K
39,Private,260960,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,58,United-States,<=50K
23,Private,34832,Masters,9,Never-married,Tech-support,Husband,White,Male,0,1848,40,United-States,<=50K
62,State-gov,165412,Some-college,10,Divorced,Transport-moving,Own-child,White,Female,0,0,33,United-States,>50K
33,Private,106273,HS-grad,14,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,60,United-States,<=50K
31,Private,47086,Some-college,9,Widowed,,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,188073,Masters,13,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,248374,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,413227,Some-college,9,Never-married,Prof-specialty,Wife,White,Male,0,0,60,United-States,>50K
21,Private,327573,Bachelors,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,186601,11th,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
46,Private,118023,Bachelors,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1977,40,United-States,<=50K
40,Federal-gov,213887,Bachelors,13,Divorced,Craft-repair,Husband,White,Female,0,0,50,United-States,>50K
55,Private,112115,9th,10,Never-married,Exec-managerial,Husband,Black,Female,0,0,40,United-States,<=50K
23,Private,172538,Masters,9,Never-married,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K
20,,139364,Some-college,13,Divorced,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
26,Private,201682,Masters,9,Divorced,Other-service,Husband,White,Female,0,0,40,United-States,>50K
29,Private,193235,11th,13,Married-civ-spouse,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K
60,Private,169482,HS-grad,14,Separated,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
32,Private,178109,Assoc-acdm,9,Never-married,Craft-repair,Wife,White,Male,0,0,40,United-States,<=50K
20,Local-gov,40021,Bachelors,16,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,202699,Bachelors,15,Married-civ-spouse,,Husband,White,Male,0,0,8,United-States,<=50K
29,,233533,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,35,United-States,<=50K
33,Private,142724,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,594,0,40,United-States,>50K
29,Private,313786,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
31,Private,57852,Some-college,11,Widowed,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
46,Self-emp-inc,111377,9th,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,10,United-States,<=50K
55,,376025,Some-college,6,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,>50K
39,Private,337825,HS-grad,9,Never-married,Transport-moving,Husband,White,Female,0,0,38,United-States,<=50K
33,,344351,11th,14,Never-married,Craft-repair,Husband,White,Female,0,0,40,United-States,>50K
31,Self-emp-not-inc,137063,HS-grad,11,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K
56,,183557,Bachelors,11,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
31,Self-emp-inc,220342,Bachelors,9,Married-civ-spouse,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,0,0,28,United-States,<=50K
21,Private,129699,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
60,Private,369084,10th,9,Divorced,Adm-clerical,Own-child,White,Male,0,0,50,United-States,<=50K
41,Self-emp-not-inc,298871,Bachelors,11,Never-married,,Own-child,White,Female,0,0,40,United-States,>50K
44,Self-emp-inc,121124,11th,10,Never-married,Prof-specialty,Husband,Black,Female,0,0,40,United-States,<=50K
18,Private,183315,11th,7,Never-married,Sales,Own-child,Black,Female,0,0,10,United-States,<=50K
35,Local-gov,247600,Bachelors,9,Married-civ-spouse,Exec-managerial,Own-child,White,Male,4064,2377,38,United-States,>50K
53,Self-emp-not-inc,28984,Bachelors,9,Divorced,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K
39,Local-gov,318822,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,45,United-States,<=50K
18,Private,52753,10th,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
39,Private,80282,10th,10,Widowed,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
44,,57951,Bachelors,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,0,0,45,United-States,<=50K
34,Self-emp-not-inc,147265,Bachelors,9,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,20,United-States,<=50K
36,Private,159179,Bachelors,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
31,,44671,HS-grad,14,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,20,United-States,<=50K
34,Local-gov,32528,10th,9,Married-spouse-absent,Tech-support,Not-in-family,White,Male,0,625,40,United-States,<=50K
31,Private,193122,HS-grad,11,Never-married,,Husband,White,Male,7688,0,40,United-States,<=50K
52,Self-emp-not-inc,169631,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
41,Private,121130,Masters,10,Never-married,,Not-in-family,White,Female,0,0,45,United-States,<=50K
26,,158846,7th-8th,9,Never-married,Sales,Own-child,White,Male,0,0,38,United-States,<=50K
68,Private,181146,HS-grad,9,Divorced,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
48,Federal-gov,213354,Assoc-acdm,12,Married-civ-spouse,,Other-relative,White,Male,9386,0,40,United-States,<=50K
46,Private,114580,Bachelors,11,Widowed,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,171215,HS-grad,13,Widowed,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K
55,Self-emp-inc,116103,HS-grad,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,375657,HS-grad,11,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
38,Self-emp-not-inc,216068,Bachelors,7,Never-married,Sales,Husband,White,Female,0,0,20,United-States,<=50K
44,Self-emp-inc,255559,HS-grad,7,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,46,United-States,<=50K
42,Private,191389,Some-college,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
40,Private,101119,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,35,United-States,<=50K
43,Private,150568,Some-college,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,60,United-States,<=50K
44,Private,138847,HS-grad,10,Widowed,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Self-emp-inc,128814,Assoc-voc,7,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,45,United-States,<=50K
68,Private,132832,11th,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
25,State-gov,22494,Bachelors,10,Divorced,,Other-relative,White,Female,0,0,40,United-States,<=50K
53,Private,108496,HS-grad,13,Never-married,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
54,,123992,Bachelors,11,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,50295,Assoc-voc,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,1,United-States,<=50K
54,Local-gov,175615,HS-grad,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
57,,133278,HS-grad,9,Divorced,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
50,Local-gov,227386,Bachelors,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,10,United-States,>50K
73,Private,113080,Bachelors,9,Never-married,Craft-repair,Husband,Black,Female,0,0,44,United-States,<=50K
20,Private,54887,Some-college,9,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
32,,340917,7th-8th,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
41,Private,233923,7th-8th,4,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K
48,Private,57970,Assoc-acdm,10,Married-civ-spouse,Sales,Own-child,White,Male,0,0,50,United-States,>50K
52,Private,246104,Assoc-acdm,10,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,38,United-States,<=50K
34,Private,287828,HS-grad,8,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27,Private,43535,HS-grad,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,23,United-States,>50K
23,Private,188073,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,1902,40,United-States,<=50K
19,Private,142547,HS-grad,11,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,25,United-States,<=50K
63,Private,199143,Some-college,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,4,United-States,<=50K
24,Private,209109,HS-grad,9,Separated,Craft-repair,Not-in-family,Black,Male,0,0,30,United-States,<=50K
47,Private,170287,Some-college,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,66,United-States,>50K
27,Private,99309,Some-college,8,Never-married,Prof-specialty,Husband,White,Female,0,0,50,United-States,<=50K
63,,228649,HS-grad,9,Never-married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,125010,Doctorate,9,Never-married,Other-service,Not-in-family,White,Female,0,0,55,United-States,<=50K
65,Private,86150,HS-grad,13,Separated,Protective-serv,Wife,Black,Male,0,0,40,United-States,<=50K
34,Private,420691,Prof-school,13,Separated,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
